TEXT,NUM_VIDEOS,VIDEOS,FRAME_COUNTS
chỉ,1,W00564.mp4,95
chỉ dẫn,1,W00565.mp4,102
chỉ huy,1,W00567.mp4,118
chỉ khâu,1,W00568.mp4,137
chỉnh sửa,1,W00615.mp4,86
chị,3,W00570N.mp4; W00570T.mp4; W00570B.mp4,100; 119; 119
chị chồng,2,W00571N.mp4; W00571B.mp4,120; 134
chị dâu,1,W00572.mp4,129
"chị hai, chị cả",3,D0144N.mp4; D0144B.mp4; D0144T.mp4,98; 89; 89
chị họ,3,D0152N.mp4; D0152B.mp4; D0152T.mp4,115; 137; 137
chọi gà,1,W00625.mp4,100
chọi trâu,1,W00626.mp4,107
chọn lọc,1,W00628.mp4,123
chọn lựa,1,W00629.mp4,96
chống đối,3,W00633B.mp4; W00633T.mp4; W00633N.mp4,77; 77; 75
chồi non,1,W00632.mp4,98
chớp mắt,1,W00640.mp4,99
chợ Bến Thành,1,W00634.mp4,97
chợ nổi,1,W00635.mp4,115
chợ nổi Cái Bè,1,W00636.mp4,134
chợ nổi Cái Răng,1,W00637.mp4,148
chục,1,W00666.mp4,86
chục nghìn,1,W00667.mp4,85
chục triệu,1,W00668.mp4,84
chụp đèn,1,W00688.mp4,99
chụp ảnh,1,W00687.mp4,78
chủ nghĩa xã hội,1,W00645.mp4,104
chủ ngữ,1,W00646.mp4,124
chủ nhiệm,1,W00647.mp4,75
chủ tịch,3,W00649B.mp4; W00649N.mp4; W00649T.mp4,92; 97; 97
chủ đề,1,W00642.mp4,113
chủ động,1,W00644.mp4,116
chức năng,1,W00710.mp4,112
chức vụ,1,W00717.mp4,256
chứng cớ,1,W00718.mp4,110
chứng kiến,1,W00712.mp4,109
chứng minh,1,W00719.mp4,122
chứng nhận,1,W00720.mp4,97
chữ,1,W00714.mp4,92
chữ cái,1,W00705.mp4,90
chữ hoa,1,W00706.mp4,94
chữ viết,1,W00707.mp4,104
chữa bài,3,W00708B.mp4; W00708N.mp4; W00708T.mp4,103; 140; 103
chữa bệnh,1,W00716.mp4,99
chữa cháy,1,W00709.mp4,123
co dãn,1,W00721.mp4,117
co giật,1,W00722.mp4,98
coi thường,1,W00731.mp4,80
con ba ba,1,W00733.mp4,92
con bê,3,W00734B.mp4; W00734N.mp4; W00734T.mp4,93; 69; 112
con bò,3,W00735N.mp4; W00735B.mp4; W00735T.mp4,74; 73; 74
con bướm,1,W00736.mp4,108
con chim,1,W00738.mp4,182
con chuồn chuồn,1,W00741.mp4,71
con chuột,3,W00742B.mp4; W00742T.mp4; W00742N.mp4,74; 105; 105
con chuột nhắt,1,W00743.mp4,89
con chó,3,W00739N.mp4; W00739T.mp4; W00739B.mp4,71; 71; 72
con chồn,1,W00740.mp4,86
con cua,1,W00749.mp4,87
con cá,3,W00737B.mp4; W00737T.mp4; W00737N.mp4,82; 82; 72
con cá sấu,1,D0059.mp4,106
con cò,1,W00745.mp4,197
con cóc,1,W00746.mp4,94
con công,1,W00748.mp4,98
con cú mèo,1,W00750.mp4,107
con cọp,3,W00747N.mp4; W00747B.mp4; W00747T.mp4,103; 99; 103
con cừu,1,W00751.mp4,127
con dâu,1,W00752.mp4,90
con dê,1,W00753.mp4,83
con dế,1,W00754.mp4,79
con ghẹ,1,W00762.mp4,100
con gián,1,W00763.mp4,77
con gà,1,W00759.mp4,95
con gái,1,W00760.mp4,87
con gấu,1,W00761.mp4,84
con hoẵng,1,W00764.mp4,95
con hàu,1,D0387.mp4,128
con hươu,1,W00766.mp4,92
con khỉ,1,W00767.mp4,205
con kiến,3,W00768T.mp4; W00768B.mp4; W00768N.mp4,88; 88; 102
con lươn,1,W00771.mp4,79
con lợn (con heo),3,W00770T.mp4; W00770B.mp4; W00770N.mp4,103; 68; 105
con muỗi,3,W00773B.mp4; W00773T.mp4; W00773N.mp4,100; 100; 105
con mèo,3,W00772B.mp4; W00772N.mp4; W00772T.mp4,100; 87; 87
con mực,1,W00774.mp4,86
con nai,1,W00775.mp4,152
con người,3,W00777N.mp4; W00777B.mp4; W00777T.mp4,75; 97; 97
con ngỗng,1,W00776.mp4,93
con ngựa,3,W00778N.mp4; W00778B.mp4; W00778T.mp4,112; 86; 112
con nhím,1,W00779.mp4,99
con nuôi,3,W00780B.mp4; W00780T.mp4; W00780N.mp4,150; 129; 129
con ong,2,W00781T.mp4; W00781N.mp4,93; 93
con quạ,1,W00783.mp4,106
con ruồi,1,W00786.mp4,83
con rùa,1,W00787N.mp4,99
con rắn,1,W00784.mp4,106
con rối,1,W00785.mp4,86
con sâu,1,W00788.mp4,94
con sò,1,W00789.mp4,105
con sóc,1,W00790.mp4,106
con sói,1,W00791.mp4,75
con sông,1,W00792.mp4,188
con sư tử,2,W00794T.mp4; W00794N.mp4,115; 119
con số,1,W00793.mp4,86
con tem,1,W00795.mp4,90
con thỏ,1,W00796.mp4,195
con trai,1,W04068.mp4,79
con trai (động vật),1,W00798.mp4,74
con trăn,1,W00799.mp4,94
con trỏ,1,W00800.mp4,103
con tôm,3,W00797B.mp4; W00797N.mp4; W00797T.mp4,87; 83; 83
con voi,3,W00803N.mp4; W00803T.mp4; W00803B.mp4,116; 105; 105
con vượn,1,D0449.mp4,103
con vẹt,1,W00801.mp4,104
con vịt,1,W00802.mp4,92
con đom đóm,1,W00756.mp4,131
con đường,1,W00757.mp4,96
con đẻ,1,W00755.mp4,103
con ếch,3,W00758N.mp4; W00758T.mp4; W00758B.mp4,88; 111; 77
con ốc,1,W00782.mp4,89
cong,1,W00804.mp4,86
cua đồng,1,D0386.mp4,119
cung cấp,1,D0099.mp4,115
cung tên,1,D0220.mp4,109
cung điện,3,D0182N.mp4; D0182B.mp4; D0182T.mp4,102; 105; 105
cuối năm,1,D0421.mp4,126
cuối tháng,1,D0420.mp4,108
cuối tuần,1,D0419.mp4,115
cuốn,1,W00924.mp4,97
cuống hoa,1,W00899.mp4,101
cuống lá,1,W00926.mp4,96
cuộc sống,1,W00923.mp4,111
cuộc đời,1,W00922.mp4,90
cuộn giấy vệ sinh,1,W00925.mp4,115
cày,1,W00426.mp4,108
cày ruộng,1,W00427.mp4,257
cá kho,3,W00398N.mp4; W00398B.mp4; W00398T.mp4,112; 125; 132
cá kiếm,1,D0074.mp4,166
cá mập,1,W00601.mp4,80
cá voi,1,D0073.mp4,132
các bạn,1,W00400.mp4,154
các bạn (2 người),1,D0135.mp4,108
cách ly,1,D0286.mp4,161
cái bè,1,W00402.mp4,159
cái gùi,1,D0239.mp4,84
cái gương,3,W00404B.mp4; W00404N.mp4; W00404T.mp4,145; 210; 210
cái neo,1,D0468.mp4,132
cái nhíp,1,W00405.mp4,201
cái túi,1,W00406.mp4,137
cái vợt cá,1,D0447.mp4,99
cánh buồm,1,D0344.mp4,134
cánh tay,1,W00410.mp4,153
cáp treo,1,W00453.mp4,136
cát,1,W00424.mp4,128
câu chuyện,1,W00439.mp4,90
câu cá,1,W00438.mp4,143
câu ghép,1,W00443.mp4,141
câu thơ,3,W00444N.mp4; W00444B.mp4; W00444T.mp4,92; 125; 92
câu văn,1,W00445.mp4,89
câu đơn,1,W00442.mp4,127
câu đố,1,W00440.mp4,103
câu đối,1,W00441.mp4,75
cây bàng,2,W00457B.mp4; W00457T.mp4,104; 160
cây cọ,1,D0473.mp4,154
cây cối,1,W00460.mp4,143
cây cổ thụ,3,W00459T.mp4; W00459N.mp4; W00459B.mp4,91; 91; 121
cây gỗ,1,W00464.mp4,134
cây khế,1,W00465.mp4,119
cây ngô,3,W00469N.mp4; W00469T.mp4; W00469B.mp4,125; 125; 113
cây nến,1,D0435.mp4,116
cây phượng,3,W00470N.mp4; W00470T.mp4; W00470B.mp4,120; 120; 126
cây sả,1,W00471.mp4,121
cây số,1,W00473.mp4,212
cây thân gỗ,3,W00474N.mp4; W00474T.mp4; W00474B.mp4,92; 92; 123
cây thông,1,W02096.mp4,116
cây tre,1,W00476.mp4,179
cây trồng,1,W00477.mp4,143
cây xanh,1,W00478.mp4,80
cây xanh tươi,3,W03945N.mp4; W03945B.mp4; W03945T.mp4,141; 147; 141
cây ăn quả,3,W00456B.mp4; W00456T.mp4; W00456N.mp4,103; 101; 101
cây đa,1,W00462.mp4,106
cãi nhau,1,W00401.mp4,167
còi,1,W00729.mp4,78
còi xương,1,W00730.mp4,92
còn bạn?,1,D0121.mp4,154
còng,1,W00806.mp4,94
còng (cái còng),1,W00805.mp4,93
có ích,1,W00726.mp4,88
có … không?,1,D0098.mp4,130
cô dâu,1,W00809.mp4,129
cô giáo,3,W00812T.mp4; W00812B.mp4; W00812N.mp4,103; 103; 92
cô đơn,1,W00811.mp4,106
côn trùng,1,W00837.mp4,80
công bằng,1,W00838.mp4,89
công chúa,1,W00839.mp4,99
công cộng,1,W00840.mp4,85
công cụ,1,W00841.mp4,76
công nghiệp,3,D0307N.mp4; D0307B.mp4; D0307T.mp4,104; 93; 104
công nhận,1,W00843.mp4,105
công sức,1,W00844.mp4,90
công thức,1,W00846.mp4,89
công trường,1,W00848B.mp4,107
công tắc,1,W00845.mp4,97
công viên,3,W00850B.mp4; W00850T.mp4; W00850N.mp4,99; 88; 88
công việc,1,W00851.mp4,121
công văn,1,W04061.mp4,262
công ước,1,W00849.mp4,90
cõng,1,W00807.mp4,173
cù,1,W00900.mp4,71
cùi chỏ,1,W00915.mp4,109
cùng / với (giới từ),1,D0166.mp4,88
cúc áo,1,W00894.mp4,92
cúi,1,W00895.mp4,101
căm thù,1,D0127.mp4,114
cũng vậy/cũng thế,1,D0118.mp4,315
cơ bắp,1,W00867.mp4,129
cơ hội,3,W00868B.mp4; W00868T.mp4; W00868N.mp4,84; 86; 86
cơ quan,1,W00870.mp4,99
cơ sở,1,W00871.mp4,89
cơ thể,1,W00872.mp4,104
cơm,1,W00884.mp4,93
cơm bình dân,3,W00885T.mp4; W00885B.mp4; W00885N.mp4,102; 98; 124
cơm hộp,1,W00877.mp4,107
cơm rang,1,D0091.mp4,136
cưa,1,W00932.mp4,104
cưa (cái cưa),1,W00931.mp4,90
cướp,3,W00943N.mp4; W00943B.mp4; W00943T.mp4,99; 90; 99
cướp biển,1,W00944.mp4,105
cướp cờ,1,W00945.mp4,99
cướp giật,1,W00946.mp4,88
cười nhếch mép,1,D0022.mp4,93
cười vỡ bụng,1,D0023.mp4,117
cưỡi ngựa,1,W00941.mp4,147
cạnh,1,W00411.mp4,136
cạnh bên (toán),1,W00412.mp4,148
cạnh tranh,1,D0466.mp4,120
cạnh đáy,1,W00413.mp4,149
cạnh đối diện,1,W00414.mp4,152
cả ngày,1,D0372.mp4,111
cảng Hải Phòng,1,D0319.mp4,85
cảng Sài Gòn,1,D0320.mp4,125
cảnh giác,1,D0254.mp4,167
cảnh vật,1,W00409.mp4,155
cấp cứu,1,W00432.mp4,117
cấp dưỡng,1,W00433.mp4,133
cất giấu,1,W00434.mp4,133
cất giữ,1,W00435.mp4,110
cất tiếng khóc,1,W00436.mp4,105
cất tiếng nói,1,W00437.mp4,158
cấy,1,W00479.mp4,105
cấy lúa,1,W00480.mp4,123
cần không?,3,D0122B.mp4; D0122N.mp4; D0122T.mp4,90; 78; 78
cần khởi động,1,W00431.mp4,125
cầu (cây cầu),1,W00446.mp4,262
cầu Long Biên,1,W01831.mp4,91
cầu Thê Húc (Hồ Gươm),1,D0345.mp4,130
cầu cứu,1,W00447.mp4,132
cầu giao,1,W00448.mp4,130
cầu kì,1,W00449.mp4,142
cầu nguyện,1,W00450.mp4,311
cầu thang,1,W03165.mp4,109
cầu thủ,1,W00451.mp4,159
cầu tre,1,W00452.mp4,315
cầu trượt,1,W00454.mp4,252
cầu vượt,1,W00455.mp4,102
cắm trại,1,D0095.mp4,120
cắt lông mũi,1,D0276.mp4,137
cắt nhau,1,W00430.mp4,130
cặp sách,1,W00428.mp4,156
cặp tóc,1,W00429.mp4,141
cỏ,3,W00357B.mp4; W00357N.mp4; W00357T.mp4,67; 85; 85
cỏ may,1,W00724.mp4,215
cố gắng,3,W00820B.mp4; W00820N.mp4; W00820T.mp4,95; 93; 93
cố ý (như cố tình),1,W00831.mp4,75
cố định,1,W00827.mp4,82
cốc,1,W00832.mp4,109
cối giã,1,W00833.mp4,101
cối xay gió,1,W00834.mp4,79
cối xay lúa,1,W00835.mp4,97
cốm,1,W00836.mp4,126
cống,1,W00856.mp4,132
cốp xe,1,W00859.mp4,95
cổ,1,W00814.mp4,94
cổ chân,1,W00816.mp4,120
cổ họng,1,W00818.mp4,107
cổ kính,1,W00819.mp4,197
cổ tay,1,W00822.mp4,112
cổ truyền,1,W00823.mp4,132
cổ tích,1,W00830.mp4,233
cổ vũ,1,W00824.mp4,90
cổ áo,1,W00815.mp4,94
cổ đại,1,W00817.mp4,244
cổng,1,W00854.mp4,78
cổng trường,2,W00825N.mp4; W00825T.mp4,114; 114
cỗ,1,W00826.mp4,105
cộng (Toán học),3,W00857N.mp4; W00857B.mp4; W00857T.mp4,78; 81; 81
cột,1,W00861.mp4,95
cột nhà,1,W00865.mp4,102
cột sống,1,W00866.mp4,103
cột điện,3,W00863N.mp4; W00863T.mp4; W00863B.mp4,89; 89; 106
cột đèn,1,W00862.mp4,114
cờ,1,W00878.mp4,119
cờ ca rô,1,W00880.mp4,62
cờ tướng,1,W00881.mp4,107
cờ vua,1,W00882.mp4,101
cởi mở,1,W00883.mp4,123
cởi áo,1,W00876.mp4,99
cụ,1,W00910.mp4,90
cụ già,1,W00912.mp4,104
cụ thể,1,W00893.mp4,134
cụ đồ,1,W00911.mp4,132
cục tẩy,1,W00914.mp4,90
cụm từ,1,W00918.mp4,94
củ cà rốt,1,W00901.mp4,79
củ cải trắng,1,W00902.mp4,86
củ gừng,1,W00903.mp4,89
củ hành tây,1,W00904.mp4,115
củ khoai lang,1,W00890.mp4,110
củ khoai tây,1,W00905.mp4,109
củ nghệ,1,W00906.mp4,94
củ su hào,1,W00907.mp4,106
củ sả,1,W00909.mp4,115
củ tỏi,1,W00908.mp4,99
củ từ,1,W00892.mp4,80
củ đậu,1,W00889.mp4,98
củi,1,W00916.mp4,116
cứu,1,W00947.mp4,79
cứu hộ,1,W00948.mp4,92
cứu sống,1,D0317.mp4,93
cử chỉ điệu bộ,1,W00929.mp4,80
cử động,1,W00930.mp4,78
cửa hàng,3,W00935B.mp4; W00935N.mp4; W00935T.mp4,108; 108; 108
cửa khẩu,1,W00936.mp4,79
cửa kính,1,W00937.mp4,99
cửa sổ,1,W00939.mp4,86
cực khổ,1,D0101.mp4,141
d,1,D0494.mp4,88
da ngăm (nước da ngăm đen),3,D0347N.mp4; D0347T.mp4; D0347B.mp4,97; 97; 119
da trắng,3,D0346B.mp4; D0346T.mp4; D0346N.mp4,103; 128; 128
dai,1,W00951.mp4,86
danh bạ,1,W00963.mp4,105
danh dự,1,W00964.mp4,100
danh hiệu,1,W00965.mp4,114
danh lam thắng cảnh,1,W00966.mp4,136
danh mục,1,W00967.mp4,88
danh nhân,1,W00968.mp4,110
danh sách,1,W00969.mp4,85
danh từ,1,W00970.mp4,85
danh từ riêng,1,W00971.mp4,105
dao,1,W00973.mp4,86
di chuyển,1,W01029.mp4,59
di truyền,3,W01032B.mp4; W01032N.mp4; W01032T.mp4,74; 83; 103
diêm,1,W01034.mp4,96
diều,1,W01044.mp4,137
diễn thuyết,1,W01038.mp4,102
diện tích,1,W01039.mp4,108
diện tích toàn phần,1,W01040.mp4,94
diện tích xung quanh,1,W01041.mp4,105
diệt chủng,1,W01042.mp4,163
doanh nghiệp,1,W01051.mp4,89
doanh trại,1,W01053.mp4,95
du học,1,W01062.mp4,96
du thuyền,1,W01064.mp4,85
dung tích,1,W01310.mp4,87
duy nhất,1,D0465.mp4,141
duyên dáng,1,W01070.mp4,91
duyệt binh,1,W01071.mp4,93
dài,1,W00952.mp4,90
dài hơn,1,W00954.mp4,97
dài hạn,1,W00953.mp4,105
dài nhất,1,W00955.mp4,116
dàn bài,1,W00959.mp4,107
dàn nhạc,1,W00960.mp4,85
dám làm,3,D0209B.mp4; D0209T.mp4; D0209N.mp4,80; 80; 96
dán,1,W00972.mp4,91
dân ca,1,W00982.mp4,84
dân chài,1,W00983.mp4,98
dân chủ,1,D0114.mp4,80
dân số,1,W00987.mp4,82
dân tộc,3,W00988N.mp4; W00988B.mp4; W00988T.mp4,71; 96; 71
dân tộc Chăm,1,D0308.mp4,107
dân tộc Khơ me,1,D0310.mp4,131
dân tộc Mông,1,D0312.mp4,117
dân tộc Mường,1,D0309.mp4,126
dân tộc Thái,1,D0311.mp4,107
dân tộc thiểu số,3,W00989N.mp4; W00989B.mp4; W00989T.mp4,100; 105; 100
dây buộc tóc,1,W01014.mp4,130
dây chun,1,W01015.mp4,101
dây thần kinh,1,W01017.mp4,67
dây thừng,1,W01018.mp4,111
dây xích,1,W01019.mp4,95
dây điện,3,W01016N.mp4; W01016B.mp4; W01016T.mp4,113; 100; 113
dãy nhà,1,W00975.mp4,94
dãy núi,1,W00976.mp4,106
dãy núi Hoàng Liên Sơn,1,D0245.mp4,122
dãy số,1,W00977.mp4,92
dãy số liệu,1,W00978.mp4,126
dép quai hậu,3,W01022T.mp4; W01022B.mp4; W01022N.mp4,98; 98; 101
dê con,1,W01024.mp4,120
dê mẹ,1,W01025.mp4,121
dòng chữ,1,W01055.mp4,84
dòng họ,1,W01056.mp4,132
dòng sông,1,W01058.mp4,94
dòng sông chảy,1,D0439.mp4,111
dũng cảm,1,W01068.mp4,93
dạy,1,W00979.mp4,82
dải phân cách,1,W00958.mp4,212
dấu bằng,1,W00998.mp4,78
dấu chia,1,W01004.mp4,87
dấu chấm,1,W01001.mp4,108
dấu chấm hỏi,1,W01002.mp4,103
dấu chấm than,1,W01003.mp4,79
dấu gạch ngang,1,W01005.mp4,72
dấu hai chấm,1,W01006.mp4,84
dấu huyền,3,D0524T.mp4; D0524B.mp4; D0524N.mp4,101; 101; 185
dấu hỏi,3,D0526N.mp4; D0526T.mp4; D0526B.mp4,106; 106; 128
dấu ngoặc đơn,1,W01009.mp4,93
dấu ngã,3,D0527T.mp4; D0527N.mp4; D0527B.mp4,111; 111; 112
dấu nhân,1,W01010.mp4,84
dấu nặng,1,D0528.mp4,101
dấu phẩy,1,W01011.mp4,92
dấu sắc,3,D0525B.mp4; D0525T.mp4; D0525N.mp4,99; 99; 183
dầu gội đầu,1,W00994.mp4,98
dầu hoả,1,W00995.mp4,85
dầu khí,1,W00996.mp4,88
dầu mỏ,1,W00997.mp4,103
dầu ăn,1,W00993.mp4,64
dẫn chương trình,1,W00990.mp4,89
dẫn chứng,1,W00991.mp4,134
dập,1,W00992.mp4,64
dắt,1,W00981.mp4,93
dặn dò,1,W00980.mp4,71
dẻo,1,W01021.mp4,98
dễ chịu,1,W01026.mp4,93
dễ thương,1,W01027.mp4,105
dệt,1,W01028.mp4,100
dịch vụ,3,W01033N.mp4; W01033T.mp4; W01033B.mp4,111; 101; 93
dịu dàng,1,D0436.mp4,131
dọc,1,W01054.mp4,82
dốc,1,W01060.mp4,219
dốt,1,W01061.mp4,240
dỗi,3,D0271B.mp4; D0271N.mp4; D0271T.mp4,117; 146; 146
dụng cụ,1,W01069.mp4,98
dừng lại,1,D0183.mp4,128
dự trữ,1,W02097.mp4,115
dự án,1,D0259.mp4,114
dựng phim,1,W01076.mp4,95
e,1,D0496.mp4,80
e thẹn,3,W01348B.mp4; W01348T.mp4; W01348N.mp4,85; 93; 96
em dâu,1,W01349.mp4,110
em gái,1,W01350.mp4,120
em họ,3,D0153N.mp4; D0153B.mp4; D0153T.mp4,96; 117; 153
em rể,3,W01351T.mp4; W01351B.mp4; W01351N.mp4,74; 111; 120
em trai,3,W01352B.mp4; W01352N.mp4; W01352T.mp4,81; 116; 116
em út,1,W01353.mp4,104
email,1,W01354.mp4,128
f,1,D0521.mp4,86
g,2,D0498N.mp4; D0498B.mp4,90; 158
ga tàu,3,W01364N.mp4; W01364T.mp4; W01364B.mp4,105; 105; 83
gai,1,W01375.mp4,120
gan,1,W01377.mp4,142
gan dạ,1,W01378N.mp4,124
gan lì,1,W01379.mp4,119
gang tay,1,W01381.mp4,119
ghen tị,3,D0019N.mp4; D0019B.mp4; D0019T.mp4,127; 107; 127
ghi chép,1,W01410.mp4,112
ghi chú,1,W01411.mp4,113
ghi hình,1,W01412.mp4,113
ghi nhớ,1,W01413.mp4,90
ghé thăm,1,W01406.mp4,110
ghép hình,1,W01407.mp4,129
giai đoạn,1,W01423.mp4,126
gian dối,1,D0337.mp4,147
gian khổ,1,W01443.mp4,91
gian lận,1,W00985.mp4,82
giao hoán,1,W01450.mp4,123
giao hàng,1,W01429.mp4,104
giao lưu,1,W01451.mp4,119
giao thông,2,W01430B.mp4; W01430N.mp4,86; 130
giao thừa,1,W01452.mp4,116
giao tiếp,3,W01453B.mp4; W01453N.mp4; W01453T.mp4,73; 156; 156
gieo xúc xắc,1,W01477.mp4,133
giàn khoan,1,W01444.mp4,123
giàn mướp,1,W01427.mp4,141
giàn nho,1,W01445.mp4,119
giàu có,1,W01459.mp4,191
giá sách,1,W01420.mp4,120
giá trị,3,W01433N.mp4; W01433T.mp4; W01433B.mp4,266; 266; 96
giá trị phần trăm,3,W01434B.mp4; W01434T.mp4; W01434N.mp4,120; 118; 118
giá trị tuyệt đối,1,W01435.mp4,126
giám khảo,1,W01442.mp4,116
giám sát,2,D0255.mp4; W01426.mp4,117; 138
giám đốc,1,W01441.mp4,80
gián tiếp,3,W01447T.mp4; W01447N.mp4; W01447B.mp4,90; 90; 95
giáo dục,1,W01456.mp4,99
giáo sĩ,1,W01458.mp4,115
giã,1,W01432.mp4,90
giãn cách xã hội,1,D0287.mp4,124
gió Lào,1,W01482.mp4,131
giông bão,1,W01489.mp4,106
giúp đỡ,3,W01497B.mp4; W01497T.mp4; W01497N.mp4,74; 106; 106
giơ tay,1,W01491.mp4,105
giường,1,W01498.mp4,106
giả bộ (giống giả vờ),1,W01417T.mp4,205
giả mạo,1,W01418.mp4,109
giả sử,1,W01419.mp4,118
giải lao,1,W01437.mp4,103
giải quyết,1,W01438.mp4,102
giải thích,1,W01424.mp4,449
giải vô địch,1,W01440.mp4,124
giảm,1,W01425.mp4,110
giấc ngủ,1,W01462.mp4,147
giấy,3,W01470T.mp4; W01470B.mp4; W01470N.mp4,121; 104; 121
giấy màu,3,W01472B.mp4; W01472N.mp4; W01472T.mp4,98; 109; 109
giấy nháp,3,W01473B.mp4; W01473N.mp4; W01473T.mp4,89; 129; 129
giấy tờ,1,W01474.mp4,121
giấy ăn,3,W01471T.mp4; W01471B.mp4; W01471N.mp4,117; 95; 117
giầy ba ta,1,W01467.mp4,228
giầy dép,1,W01468.mp4,208
giầy thể thao,1,W01469.mp4,235
giẫm,1,W01463.mp4,100
giận dỗi,1,W01464.mp4,80
giận dữ,1,W01465.mp4,104
giật mình,1,W01466.mp4,102
giẻ lau,1,W01476.mp4,128
giếng nước,1,W01478.mp4,117
giết,1,W01479.mp4,81
giọng ca,1,W01486.mp4,144
giọng nói,1,W01487.mp4,92
giỏi,1,W01485.mp4,326
giống nhau,1,W01490.mp4,106
giỗ,1,D0041.mp4,97
giới hạn,1,W01493.mp4,113
giới thiệu,1,W01494.mp4,139
giữ nguyên,1,W02626.mp4,88
gà mái,1,W01365N.mp4,224
gà nướng lu,1,D0390.mp4,135
gà rừng,1,W01366.mp4,168
gà trống,1,W01368.mp4,134
gà tây,1,W01367.mp4,137
gánh,1,W01382.mp4,128
gáy,1,W01389.mp4,121
gãi đầu gãi tai,1,W01376.mp4,179
gãy chân,1,W01387.mp4,113
gãy tay,1,W01388.mp4,132
góc bẹt,1,W01501.mp4,113
góc bếp,1,W01502.mp4,127
góc học tập,1,W01503.mp4,111
góc nhọn,1,W01505.mp4,114
góc tù,1,W01506.mp4,226
góc vuông,1,W01507.mp4,98
góc vườn,1,W01508.mp4,138
gói,1,W01510.mp4,79
gói (đgt),1,W01509.mp4,98
góp tiền,1,D0451.mp4,141
góp ý,1,W01513.mp4,114
gù lưng,1,W04070.mp4,117
găng tay,1,W01393.mp4,144
gương,1,W01523.mp4,100
gương mẫu,1,W01525.mp4,124
gương mặt,1,W01524.mp4,96
gạo,3,W01384B.mp4; W01384N.mp4; W01384T.mp4,83; 122; 122
gạo nếp,1,W01385.mp4,128
gấp ba,1,D0248.mp4,111
gấp giấy,1,W01398.mp4,133
gấp quần áo,1,W01399.mp4,129
gấp đôi,1,D0247.mp4,79
gần gũi,1,W01397.mp4,106
gầy (miền Nam: ốm),3,W01403N.mp4; W01403B.mp4; W01403T.mp4,129; 82; 215
gật gù,1,W01401.mp4,103
gật đầu,1,W01400.mp4,111
gậy của người già,1,W01404.mp4,142
gắn bó,1,W01392.mp4,124
gắp thức ăn,1,W01394.mp4,136
gặm cỏ,1,W01390.mp4,176
gặm xương (con chó gặm xương),1,W01391.mp4,145
gặp gỡ,1,W01395.mp4,133
gặt lúa,1,W01396.mp4,126
gọi,1,W01511.mp4,249
gọn gàng,1,W01512.mp4,125
gọt bút chì,1,W01515.mp4,98
gọt bút chì (cái),1,W01514.mp4,127
gỏi/nộm,1,D0378.mp4,105
gốm sứ,1,W01517.mp4,132
gỗ,3,W01516N.mp4; W01516T.mp4; W01516B.mp4,97; 120; 104
gợi ý,1,W01518.mp4,96
gửi,1,W01519.mp4,195
gửi quà,1,W01520.mp4,116
gửi thư,1,W01522.mp4,98
h,3,D0500B.mp4; D0500N.mp4; D0500T.mp4,71; 65; 147
hai là,1,D0147.mp4,147
hai phân số bằng nhau,1,W02617.mp4,144
ham chơi,3,D0342N.mp4; D0342T.mp4; D0342B.mp4,106; 108; 108
hay là (hoặc là),3,D0243N.mp4; D0243T.mp4; D0243B.mp4,108; 108; 120
hi sinh,3,W01583N.mp4; W01583T.mp4; W01583B.mp4,100; 85; 84
hi vọng,3,W01584N.mp4; W01584T.mp4; W01584B.mp4,69; 75; 75
hiếu thảo,1,W01593.mp4,138
hiểu,3,W01591N.mp4; W01591T.mp4; W01591B.mp4,117; 117; 64
hiện nay,1,W01588.mp4,80
hiện đại,1,W01587.mp4,117
hiệu (Toán học),1,W01595.mp4,108
hiệu cầm đồ,1,W01596.mp4,109
hiệu thuốc,1,W01594.mp4,220
hoa,3,W01619B.mp4; W01619N.mp4; W01619T.mp4,94; 114; 94
hoa cúc,1,W01620.mp4,140
hoa dâm bụt,1,D0482.mp4,121
hoa giấy,1,D0481.mp4,134
hoa hậu,1,D0467.mp4,83
hoa hồng,1,W01622.mp4,119
hoa lay ơn,1,W01625.mp4,72
hoa mai,1,D0488.mp4,137
hoa sen,3,W01629B.mp4; W01629T.mp4; W01629N.mp4,98; 110; 125
hoa đào,1,W01621.mp4,126
hoan hô,1,W04063.mp4,231
hoang mang,1,W01764.mp4,80
hoàn thành,1,W01641.mp4,158
hoàng hôn,1,W01646.mp4,151
hoàng đế,1,W01645.mp4,97
hoán vị,1,W01643.mp4,174
hoạt hình,3,W01655B.mp4; W01655T.mp4; W01655N.mp4,97; 111; 111
hoạt động,1,W01651B.mp4,81
hoảng sợ,1,W01650.mp4,131
hoặc,3,D0188T.mp4; D0188B.mp4; D0188N.mp4,76; 90; 76
hung thủ,1,W01712.mp4,139
hung ác,1,W01711.mp4,121
huy hiệu,1,W01718.mp4,134
huyện,3,W01721T.mp4; W01721B.mp4; W01721N.mp4,111; 107; 132
huân chương,1,W01710.mp4,126
huỷ,1,D0351.mp4,82
huỷ diệt,1,W01719.mp4,98
hài hước,1,W01532.mp4,110
hài lòng,1,D0199.mp4,148
hàm răng,1,W01536.mp4,108
hàng chục,1,W01539.mp4,114
hàng chục nghìn,1,W01540.mp4,99
hàng chục triệu,1,W01541.mp4,94
hàng dọc,1,W01542.mp4,111
hàng ngang,1,W01545.mp4,103
hàng nghìn,1,W01546.mp4,105
